Time,Year,PI_Name,Title
49.0,2006,SARAZIN,ABELL 119: CLUSTER MERGERS AND THE ORIGIN OF NARROW-ANGLE-TAILRADIO GALAXIES
100.0,2006,STANFORD,THE NATURE OF THE INTRACLUSTER MEDIUM AT Z=1.45
50.0,2006,ZAPPACOSTA,THE CORE DARK MATTER PROFILE OF THE RADIO-QUIET CLUSTER A3827
120.0,2006,BLANTON,"RIPPLES, FRONTS, BUBBLES, AND A TUNNEL: A DEEP OBSERVATION OFABELL 262"
52.0,2006,HUDSON,"LIVE - LIFE IN VICIOUS ENVIRONMENTS: MERGERS, SHOCKS AND COLDFRONTS IN SUPER-CLUSTER MEMBERS A1750, A3558, AND A1644."
90.0,2006,FORMAN,THE IMPACT OF NUCLEAR OUTBURSTS ON THE SURROUNDING ATMOSPHERE INTHE NGC5846 GROUP
100.0,2006,VRTILEK,HOT GAS IN SPIRAL-DOMINATED GROUPS: EVOLUTION AND THE FORMATIONOF HALOS
440.0,2006,MULCHAEY,A COMPLETE BARYON CENSUS IN A NEARBY GALAXY GROUP
15.0,2006,MURRAY,AN X-RAY/LENSING CALIBRATION OF CLUSTER MASS ESTIMATES
25.0,2006,GLADDERS,THE HALO STRUCTURE OF RCS2-2327.4-0204
295.0,2006,MURRAY,CHANDRA LARGE SCALE SURVEY OF THE NOAO BOOTES DEEP FIELD (A)
1800.0,2006,ELVIS,THE CHANDRA-COSMOS SURVEY
50.0,2006,SOLDI,DISCOVERING THE ABSORBED AGN POPULATION RESPONSIBLE FOR THE HARDX-RAY BACKGROUND
200.0,2006,NANDRA,AGN IN THE COSMIC WEB: A PROTO-CLUSTER AT Z=2.3
400.0,2006,ALEXANDER,THE CHANDRA DEEP PROTO-CLUSTER FIELD: BLACK-HOLE GROWTH ANDFEEDBACK IN DENSE ENVIRONMENTS
453.6,2006,TREU,THE DUTY CYCLE OF SUPERMASSIVE BLACK HOLES: X-RAYING VIRGO
800.0,2006,ZAPPACOSTA,WHIM IN LARGE-SCALE STRUCTURES
77.9,2006,MURRAY,CHICAGO GTO: CHANDRA IDENTIFICATION OF COMPACT ASCA GALACTICOBJECTS
150.0,2006,CANIZARES,HIGH RESOLUTION STUDIES OF INTERSTELLAR ABSORPTION WITH CYG X-2
34.0,2006,SEWARD,ACCURATE DETERMINATION OF THE DUST-SCATTERING HALO AROUND CYGX-2
50.0,2006,SMITH,MEASURING THE DUST GRAINS AND DISTANCE TO X PERSEI VIA ITS X-RAYHALO
70.0,2006,VALENCIC,"COMBINING X-RAY SCATTERING WITH EXTINCTION, ABSORPTION, ANDEMISSION: MULTIWAVELENGTH CONSTRAINTS FOR DUST GRAIN MODELS"
22.1,2006,MURRAY,CHANDRA IDENTIFICATION OF COMPACT ASCA GALACTIC OBJECTS - PARTII
50.0,2007,CHRISTIAN,HIGH RESOLUTION IMAGING AND SPECTROSCOPY OF 8P/TUTTLE
20.0,2007,GARMIRE,SEARCH FOR TRIGGERED STAR FORMATION IN THE UNIQUE BRIGHT RIMMED CLOUD 4
30.0,2007,GARMIRE,ACIS MAPPING OBSERVATION OF W75N/DR21
50.0,2007,PREDEHL,X-RAYING THE DEBRIS DISK OF AU MIC
87.0,2007,CANIZARES,THE HETG ORION LEGACY PROJECT: THE PERIASTRON PASSAGE OF THETA1 ORIC'S MASSIVE SECONDARY
75.0,2007,CANIZARES,THE HETG ORION LEGACY PROJECT: PMS STELLAR STUDIES OF THE ORION TRAPEZIUM CLUSTER
80.0,2007,PRAVDO,PROTOSTARS AND JETS IN CEP A
100.0,2007,WOOD,RESOLVING THE XI BOO BINARY
80.0,2007,KASTNER,BP PSC: CHANDRA TAKES A CLOSE LOOK AT A PRE-MAIN SEQUENCE STAR-DISK-JET SYSTEM
10.0,2007,ROBRADE,ARE THE HERBIG AE STAR HR 5999 AND THE PECULIAR A-TYPE STAR HR 6000 X-RAY EMITTER?
40.0,2007,STELZER,THE CORONAE OF ULTRACOOL DWARFS: SIMULTANEOUS X-RAY AND RADIO MONITORING
70.0,2007,AUDARD,SURVEYING MAGNETIC ACTIVITY IN L AND T BROWN DWARFS
60.0,2007,TOWNSLEY,NGC 3576: SPONTANEOUS OR TRIGGERED FORMATION OF A GIANT HII REGION
25.0,2007,AYRES,THE FURTHER FAINTING OF ALPHA CEN A
55.0,2007,SKINNER,A SURVEY OF X-RAY EMISSION FROM NITROGEN-RICH WOLF-RAYET STARS
80.0,2007,POLLOCK,THE CLEAR VIEW OF WR140'S COLLISIONLESS SHOCKS THROUGH THE COMPANION O-STAR WIND
20.0,2007,AYRES,FILLING IN THE CORONAL GRAVEYARD
30.0,2007,GIZIS,SEARCH FOR X-RAY EMISSION FROM TW HYA ASSOCIATION BROWN DWARFS
20.0,2007,TSUBOI,SURVEY OF CLASS 0 PROTOSTARS IN THE SMALLEST CLOUDS 'BOK GLOBULES'
10.0,2007,AGUEROS,THE COOLEST X-RAY EMITTING WHITE DWARFS?
120.0,2007,BERGER,THE FULL PICTURE OF MAGNETIC ACTIVITY IN ULTRACOOL DWARFS: SIMULTANEOUS OBSERVATIONS OF CORONAE AND CHROMOSPHERES
125.0,2007,GAGNE,X-RAYING THE GIANT HII REGION G305
150.0,2007,RAKOWSKI,AN EMERGING CLASS OF HOT EMISSION LINE STARS: HD 119682
150.0,2007,WEINTRAUB,TOO STUDIES WITH CXO OF PRE-MAIN SEQUENCE STARS UNDERGOING OPTICAL OUTBURSTS
160.0,2007,GUARCELLO,EFFECTS OF MASSIVE STAR RADIATION ON CIRCUMSTELLAR DISKS EVOLUTION IN THE EAGLE NEBULA
80.0,2007,WOLK,X-RAY AND RADIO IMAGING OF THE PROTOSTAR COMPLEX ADJACENT TO IC 348
80.0,2007,CORCORAN,SHOCK DYNAMICS IN ETA CARINAE APPROACHING THE 2009 PERIASTRON PASSAGE: A TWISTED TAIL
80.0,2007,OSTEN,POLAR EXPLORATION AND CORONAL STRUCTURE IN THE ACTIVE BINARY HR 5110
35.0,2007,AUDARD,CATCHING THE POST-OUTBURST STATE OF THE ERUPTING STAR V1118 ORI
30.0,2007,OSKINOVA,CAN DIFFERENT ELEMENTS MOVE WITH DIFFERENT VELOCITIES IN A RADIATIVELY DRIVEN STELLAR WIND?
70.0,2007,MILLER,THE EVOLUTION OF X-RAY EMISSION IN THE PLANET-FORMING ERA
10.0,2007,GRADY,"X-RAY EMISSION FROM A 7 MYR OLD, ACCRETING HERBIG AE STAR AND ITS JET: MWC 480"
20.0,2007,BROWN,X-RAY AND UV PHOTOIONIZATION AND PHOTOEXCITATION OF PRE-MAIN-SEQUENCE STAR TRANSITIONAL DISKS
130.0,2007,SAAR,A DETAILED INVESTIGATION OF CORONAL/MAGNETIC AND ROTATIONAL CHANGES IN COOL STARS USING NGC 3532
50.0,2007,CHU,X-RAY EMISSION FROM THE HOT WHITE DWARF KPD 0005+5106: CORONA OR ACCRETION?
10.0,2007,HERCZEG,EVALUATING THE ROLE OF PHOTOEVAPORATION IN PROTOPLANETARY DISK DISPERSAL
40.0,2007,HARTMANN,A HARD LOOK AT STELLAR DISKS AT THE EPOCH OF PLANET FORMATION
150.0,2007,CALVET,PROBING THE GAS IN THE PLANET FORMING REGIONS OF PROTOPLANETARY DISKS
100.0,2007,PIETSCH,RESOLVING SHORT SUPERSOFT SOURCE STATES OF OPTICAL NOVAE IN THE CORE OF M31
243.4,2007,POOLEY,A CHANDRA LEGACY SURVEY OF DYNAMICALLY ACTIVE GLOBULAR CLUSTERS
100.0,2007,SMITH,THE SYMBIOTIC STAR SS73 17: WHAT GENERATES THE HARD X-RAYS?
100.0,2007,STARRFIELD,MULTIWAVELENGTH OBSERVATIONS OF TWO BRIGHT DUST FORMING CO NOVAE: V2362 CYG AND V1280 SCO
80.0,2007,KAROVSKA,X-RAY JETS ACTIVITY IN THE SYMBIOTIC SYSTEM CH CYG
100.0,2007,MUKAI,"THE NATURE OF THE SOFT COMPONENT IN THE SYMBIOTIC STAR, CH CYGNI"
50.0,2007,WILMS,JOINT XMM-NEWTON/CHANDRA/RXTE OBSERVATIONS OF DIPS IN CYG X-1
30.0,2007,WIJNANDS,MONITORING OBSERVATIONS OF THE GALACTIC CENTER REGION
1.0,2007,MENDEZ,CHANDRA FOLLOW-UP OF A WEAK PERSISTENT SOURCE FOUND IN INTEGRAL MAPS: IGR J17204-3554
2.0,2007,MENDEZ,CHANDRA FOLLOW-UP OF WEAK PERSISTENT SOURCES FOUND IN INTEGRAL MAPS
1.0,2007,MENDEZ,CHANDRA FOLLOW-UP OF A WEAK PERSISTENT SOURCE FOUND IN INTEGRAL MAPS
132.0,2007,MENDEZ,THE GALACTIC BULGE SURVEY: CATEGORISING THE PLETHORA OF FAINT X-RAY SOURCES IN THE GALACTIC BULGE
150.0,2007,CANIZARES,HETG OBSERVATIONS OF THE ACCRETION DISK CORONA SOURCE X1822-371
22.5,2007,POOLEY,TRANSIENT LMXBS IN GLOBULAR CLUSTERS: MORE NUMEROUS THAN WE THOUGHT?
150.0,2007,CORBEL,X-RAY JETS IN MICROQUASARS
30.0,2007,CACKETT,CRUSTAL COOLING IN QUIESCENT NEUTRON STARS
132.0,2007,JONKER,THE GALACTIC BULGE SURVEY: CATEGORISING THE PLETHORA OF FAINT X-RAY SOURCES IN THE GALACTIC BULGE
171.0,2007,JONKER,FOLLOWING A BLACK HOLE CANDIDATE X-RAY TRANSIENT TO QUIESCENCE
50.0,2007,UEDA,HIGH RESOLUTION SPECTROSCOPY OF GRS 1915+105 IN THE 'SOFT' STATE
30.0,2007,GRENIER,TOO OBSERVATION OF A NEW BRIGHT TRANSIENT DISCOVERED BY GLAST AND SWIFT IN THE GALACTIC PLANE
35.0,2007,SCHULZ,PHOTOIONIZATION IN THE MICROQUASAR CIRCINUS X-1
120.0,2007,DEGENAAR,CRUST COOLING OF HETE J1900.1-2455 AND SWIFT J1626.6-5156
90.0,2007,WIJNANDS,QUASI-PERSISTENT NEUTRON-STAR X-RAY BINARIES IN QUIESCENCE
30.0,2007,ALTAMIRANO,FIRST CHANDRA OBSERVATION OF THE ULTRA-COMPACT X-RAY BINARY 4U~1850--087 DURING ITS HIGH LUMINOSITY STATE
70.0,2007,WIJNANDS,MONITORING OBSERVATIONS OF THE GALACTIC CENTER REGION
8.0,2007,KLEIN-WOLT,FAINT PERSISTENT X-RAY SOURCES IN THE GALACTIC BULGE
40.0,2007,PAIZIS,INVESTIGATING NEW INTEGRAL SOURCES WITH CHANDRA
7.0,2007,WIJNANDS,CHANDRA OBSERVATIONS OF AN ENGIMATIC CLASS OF FAINT ACCRETING SLOW PULSATORS
40.0,2007,SOLERI,TOO OBSERVATION OF THE MICROQUASAR GRS 1915+105 IN QUIESCENCE
4.0,2007,CHAKRABARTY,PRECISE LOCALIZATION OF NEUTRON STAR SOFT X-RAY TRANSIENTS
60.0,2007,MILLER,HIGH RESOLUTION SPECTROSCOPY OF A BLACK HOLE TRANSIENT
35.0,2007,HEINKE,THE NATURE OF THE INTERMEDIATE-LUMINOSITY X-RAY SOURCES IN GLOBULAR CLUSTERS
10.0,2007,ALTAMIRANO,OBSERVATIONS DURING THE RARE DIPS OBSERVED ON THE X-RAY BINARY SLX 1735--269
80.0,2007,STROHMAYER,UNDERSTANDING THE NATURE OF HIGH INCLINATION LOW MASS X-RAY BINARIES: BROAD-BAND AND LINE SPECTRA FROM A1744-361
105.0,2007,HOMAN,FROM SUPER-EDDINGTON TO ZERO: FOLLOWING A Z SOURCE INTO QUIESCENCE
110.0,2007,TOMSICK,LOCALIZATION AND SPECTRA OF INTEGRAL-SELECTED SOURCES IN THE GALACTIC PLANE
86.0,2007,ZAND,SPECTROSCOPY OF A BRIGHT BURST FROM 4U 1812-12
30.0,2007,HURLEY,SPITZER-CHANDRA TOO OBSERVATIONS OF A SHORT DURATION GRB
10.0,2007,MENDEZ,INVESTIGATING POSSIBLE MAGNETAR-LIKE OUTBURST BEHAVIOUR FROM HIGH-B RADIO PULSARS AND XDINSS
65.0,2007,GARMIRE,GALACTIC SUPERNOVA REMNANT G272.2-3.2
80.0,2007,GARMIRE,SNAP-SHOT SURVEY OF POTENTIAL GEV AND TEV PULSARS
50.0,2007,MURRAY,HIGH RESOLUTION HRC IMAGING OF SUPERNOVA REMNANT 1987A
200.0,2007,GRUPE,THE EXTREME LATE-TIME LIGHT CURVE OF GRB 060729
165.0,2007,ZAVLIN,THE 'BLACK-WIDOW' PULSAR IN X-RAYS
93.0,2007,POOLEY,"CHANDRA OBSERVATIONS OF YOUNG, ENERGETIC SUPERNOVAE"
120.0,2007,PARK,A DEEP CHANDRA OBSERVATION OF SMC SNR 0104-72.3
66.0,2007,HALPERN,TIMING PSR J1852+004 IN SUPERNOVA REMNANT KES 79: PLAN B
30.0,2007,POOLEY,CHANDRA OBSERVATIONS OF NEW X-RAY SUPERNOVAE
60.0,2007,NG,PHASE-RESOLVED IMAGING OF COMPACT STRUCTURES IN A PULSAR BOW SHOCK
70.0,2007,PETRE,A MEASUREMENT OF THE EXPANSION RATE OF SN 1006
300.0,2007,SLANE,A DEEP CHANDRA OBSERVATION OF G54.1+0.3
10.0,2007,FEROCI,THE X-RAY AFTERGLOW OF A GAMMA-RAY BURST DETECTED AND LOCALIZED WITH THE AGILE GAMMA- AND X-RAY DETECTORS
30.0,2007,TERRIER,DETERMINING THE NATURE OF THE QUASI-POINTLIKE TEV SOURCE HESS J1858+020
50.0,2007,PATNAUDE,INVESTIGATING THE X-RAY VARIABILITY OF CASSIOPEIA A
20.0,2007,ROBERTS,COMPLETING A SMALL CHANDRA SURVEY OF HARD X-RAY SOURCES IN GAMMA-RAY ERROR BOXES
40.0,2007,WOOD,A SEARCH FOR X-RAY PULSATIONS FROM ROTATION-POWERED MILLISECOND PULSARS
90.0,2007,HWANG,SHOCK INTERACTIONS IN THE SUPERNOVA REMNANT IC443
30.0,2007,IMMLER,"THE PECULIAR X-RAY EVOLUTION OF SUPERNOVAE 1978K, 1979C AND 1993J"
250.0,2007,WOODS,TOO OBSERVATIONS OF SOFT GAMMA REPEATERS
40.0,2007,ALLEN,MEASURING THE EXPANSION RATE OF G266.2-1.2
200.0,2007,GRINDLAY,X-RAY OBSERVATIONS OF 11 MILLISECOND PULSARS IN M28
45.0,2007,ROL,CONSTRAINING GRB PHYSICS THROUGH THEIR AFTERGLOW LIGHT CURVES
60.0,2007,YATSU,A CHANDRA OBSERVATION OF THE PROPER MOTION OF RCW 89
30.0,2007,PUEHLHOFER,HESS J1731-347: THE FIRST TEV PULSAR WIND NEBULA FROM A SUPERSONIC PULSAR WITH AN X-RAY BOW SHOCK GEOMETRY?
55.0,2007,BAUER,CONSTRAINING THE CONTINUED RISE OF SN1996CR
30.0,2007,FOX,STUDY OF A NEW CLASS OF ISOLATED NEUTRON STAR -- 1RXS J141256.0+792204
105.0,2007,BURROWS,AO9 CHANDRA MONITORING OF SNR 1987A
2320.0,2007,KASPI,TINY HICCUPS TO TITANIC EXPLOSIONS: TACKLING TRANSIENTS IN ANOMALOUS X-RAY PULSARS
20.0,2007,LORIMER,PSRJ1832+0029: A UNIQUE PROBE OF PULSAR EMISSION PHYSICS
20.0,2007,LORIMER,PSRJ1832+0029: A UNIQUE TARGET FOR PULSAR EMISSION PHYSICS
50.0,2007,MURRAY,RAM PRESSURE STRIPPING IN THE VIRGO CLUSTER - M86 FOLLOWUP
110.0,2007,WHITE,DUST DISKS AND THE EVOLUTION OF S0 GALAXIES
120.0,2007,DAI,DUST-TO-GAS RATIO OF HIGH REDSHIFT GALAXIES
100.0,2007,FORMAN,READING THE HISTORICAL CHRONICLE OF ACTIVITY OF THE SMBH IN NGC5813 USING CAVITIES AND SHOCKS IN THE SURROUNDING HOT GAS
150.0,2007,SUN,ESO 137-001 IN A3627: ISM STRIPPING AND INTRACLUSTER X-RAY BINARIES
20.0,2007,MAS-HESSE,THE X-RAY EMISSION OF THE LYMAN-ALPHA EMITTING GALAXIES HARO 2 AND ESO338-04
25.0,2007,MURRAY,BLACK HOLE X-RAY NOVAE IN M31
35.0,2007,KONG,X-RAY LOCALIZATION OF THE GLOBULAR CLUSTER G1 IN M31
148.0,2007,SARAZIN,ARE THE X-RAY BINARIES IN S0 GALAXIES DIFFERENT FROM THOSE IN ELLIPTICALS?
5.0,2007,GARCIA,CONTINUED M31 MONITORING FOR BLACK HOLE X-RAY NOVA
65.0,2007,IRWIN,THE REMARKABLY STEADY NATURE OF LUMINOUS LMXBS IN ELLIPTICAL GALAXIES
100.0,2007,WOLTER,MONITORING THE BRIGHTEST ULXS IN THE CARTWHEEL
180.0,2007,JONES,"UNTANGLING SOMBRERO'S X-RAY EMISSION FROM CORONALLY ACTIVE BINARIES, CATACLYSMIC VARIABLES, LMXBS, AND HOT GAS"
747.6,2007,JENKINS,GALAXIES ACROSS THE OCTAVES: A CHANDRA LEGACY SURVEY OF SINGS GALAXIES
50.0,2007,ZEPF,UNDERSTANDING THE LOW-MASS X-RAY BINARIES IN THE SCULPTOR DWARF SPHEROIDAL GALAXY
60.0,2007,LOEWENSTEIN,FIRST X-RAY OBSERVATION OF THE UNIQUE STARBURST GALAXY NGC 7673
20.0,2007,ESQUEJ,NGC 3599: THE NEAREST AND MOST RECENTLY DISCOVERED TIDAL DISRUPTION EVENT
100.0,2007,GELBORD,SUPER STARBURSTS
40.0,2007,STEFANO,TESTING BINARY EVOLUTION IN PRISTINE ANCIENT DWARF GALAXIES
135.0,2007,GRINDLAY,GALACTIC BULGE LATITUDE SURVEY -3
100.0,2007,ZEZAS,"A DEEP OBSERVATION OF NGC4261: UNDERSTANDING ITS UNIQUE X-RAY SOURCE POPULATION, GAS MORPHOLOGY, AND JET PROPERTIES."
400.0,2007,CANIZARES,"NGC 1068: PHOTO-IONIZED GAS IN THE NUCLEUS, AND IONIZATION CONE"
100.0,2007,PREDEHL,LETGS SPECTROSCOPY OF THE NARROW-LINE SEYFERT 1 GALAXY ARAKELIAN 564
64.0,2007,GARMIRE,CHANDRA ACIS SNAPSHOTS OF THE BRIGHTEST RADIO-LOUD BROAD ABSORPTION LINE QUASARS IN THE SDSS
25.0,2007,PREDEHL,CHANDRA FOLLOW-UP OBSERVATIONS OF SWIFT/BAT UNIDENTIFIED SOURCES: SEARCHING FOR OBSCURED TYPE II QUASARS
174.0,2007,YUSEF-ZADEH,"SIMULTANEOUS CHANDRA, VLT, AND APEX OBSERVATIONS OF SGR A*"
100.0,2007,MINESHIGE,AN X-RAY MICROLENSING TEST OF THE AU-SCALE CENTRAL STRUCTURE OF THE QUADRUPLE QUASAR 2237+0305
30.0,2007,CHARTAS,STUDYING THE OPTICAL AND X-RAY EMISSION REGIONS OF QUASAR RX J1131-1231 BY MONITORING MICROLENSING EVENTS
50.0,2007,MARSCHER,VELOCITY GRADIENTS IN THE JETS OF BL LAC OBJECTS
40.0,2007,STRATEVA,UNRAVELING THE ACCRETION STRUCTURE OF THE DOUBLE-PEAKED EMITTER SDSS J2125-0813
92.9,2007,GALLAGHER,LOWER LUMINOSITY AGNS AT COSMOLOGICALLY INTERESTING REDSHIFTS: SEDS AND ACCRETION RATES OF Z~0.36 SEYFERTS
400.0,2007,BOETTCHER,COORDINATED MULTIWAVELENGTH OBSERVATIONS OF NEW TEV BLAZARS DETECTED BY VERITAS
250.0,2007,FABBIANO,THE INNER KPC OF NGC4151: THE AGN-HOST INTERACTION REGION IN DEPTH
34.0,2007,HAMANN,A SIMPLE TEST OF QUASAR OUTFLOW MODELS
87.8,2007,RICHARDS,DECONSTRUCTING THE ACCRETION DISK WIND IN QUASARS
50.0,2007,ERLUND,INVESTIGATING THE PHYSICS BEHIND THE X-RAY / RADIO OFFSET IN 4C 74.26
30.0,2007,RIECHERS,X-RAY EMISSION IN RADIO-QUIET Z>4 QUASARS: A NEW PERSPECTIVE ON THE AGN-STARBURST-CONNECTION?
20.0,2007,YUAN,A CHANDRA SURVEY OF IMBH AGNS WITH LOW EDDINGTON RATIOS
60.0,2007,KOCHANEK,DISSECTING ACCRETION DISKS
317.0,2007,WILKES,"ORIENTATION EFFECTS IN THE X-RAY AND MULTI-WAVELENGTH PROPERTIES OF HIGH-Z, 3CRR QUASARS."
50.0,2007,RISALITI,SHORT-TIME MONITORING OF EXTREME SPECTRAL VARIATIONS IN SEYFERT 2S
20.0,2007,CROSTON,SHOCK-HEATING BY DOUBLE-LOBED RADIO SOURCES IN SPIRAL GALAXIES
70.0,2007,REYNOLDS,A CHANDRA SURVEY OF NEARBY X-SHAPED RADIO GALAXIES
275.0,2007,MUSHOTZKY,NGC 4388 THE LAST REMAINING SOURCE - CHANDRA HETG CONSTRAINS ON THE FE K LINE REGION
40.0,2007,EVANS,THE NATURE OF ENERGY TRANSPORT AND PARTICLE ACCELERATION IN THE TRANSITIONAL FRI/FRII RADIO GALAXY 3C 288
25.0,2007,GLIOZZI,THE CHANDRA VIEW OF NGC~3621: A BULGELESS GALAXY HOSTING AN AGN?
140.0,2007,LISTER,SURVEYING X-RAY JETS IN SUPERLUMINAL BLAZARS
240.0,2007,HARRIS,TOWARDS A COMPLETE SAMPLE: 3CR EXTRAGALACTIC RADIO SOURCES WITH Z
5.0,2007,KUNERT-BAJRASZEWSKA,X-RAY PROPERTIES OF COMPACT CSS QUASAR WITH BALS - 1045+352
35.0,2007,BIRETTA,MONITORING THE GIANT FLARE OF HST-1 IN THE M87 JET
200.0,2007,GARMIRE,CHANDRA OBSERVATIONS OF SZ-SELECTED GALAXY CLUSTERS DETECTED BY THE SOUTH POLE TELESCOPE
300.0,2007,MURRAY,SOUTH POLE TELESCOPE (SPT) - CHANDRA CLUSTER COSMOLOGY
80.0,2007,ANDREON,"CHARACTERISATION OF THE MOST DISTANT CLUSTER OF GALAXIES, JKCS041 AT Z=1.91"
465.0,2007,ALLEN,PROBING DARK ENERGY WITH RELAXED GALAXY CLUSTERS
100.0,2007,ALLEN,BUBBLE HEATING IN EXTREME COOLING CLUSTERS
205.0,2007,VIKHLININ,SCALING RELATIONS FOR LOW-MASS GALAXY CLUSTERS AND GROUPS
90.0,2007,FABIAN,THE X-RAY LUMINOUS CLUSTER UNDERLYING THE RADIO-QUIET QUASAR H1821+643
80.0,2007,DAVID,THE FILAMENTARY STRUCTURE OF THE HOT GAS IN THE NGC5044 GROUP
160.0,2007,JOHNSTONE,THE LINK BETWEEN OPTICAL NEBULAE AND FEEDBACK IN CLUSTER CORES
100.0,2007,LUBIN,THE ACTIVE GALAXY POPULATION IN A SUPERCLUSTER AT Z = 0.7
78.0,2007,GALLAGHER,CHANDRA/HST COVERAGE OF COMPACT GALAXY GROUP EVOLUTION
200.0,2007,SIEMIGINOWSKA,THE CLUSTER AROUND THE POWERFUL RADIO-LOUD QUASAR 3C186 AT Z=1.1
300.0,2007,SMITH,LOCUSS: CLUSTER MASS COMPARISON WITH CHANDRA AND HST -- OBSERVATIONAL DISCREPANCY OR AGREEMENT IN THE NEW MILLENNIUM?
80.0,2007,VRTILEK,AWM 4: A SHARP LOOK AT THE CORE OF A POOR CLUSTER STIRRED BY AGN ACTIVITY
460.0,2007,MARKEVITCH,"BOW SHOCK, ELECTRON-ION EQUILIBRIUM, BREAKUP OF COOL CORE, AND DARK SUBCLUSTER IN ABELL 520"
342.0,2007,MURRAY,CHANDRA OBSERVATIONS OF THE DEEP2 FIELDS
70.0,2007,GARMIRE,INTERMEDIATE REDSHIFT GROUPS IN THE XBOOTES SURVEY
32.0,2007,WALTER,COMPARING THE EMISSION FROM AN UNBIASED AGN SAMPLE WITH THE X-RAY BACKGROUND
1800.0,2007,NANDRA,THE EVOLUTION OF FAINT AGN AT HIGH REDSHIFT
1200.0,2007,ZAPPACOSTA,DETECTING THE WARM-HOT IGM IN LARGE-SCALE STRUCTURES
75.0,2007,LEVAN,IDENTIFYING THE HOST GALAXIES FOR OPTICALLY DARK GAMMA-RAY BURSTS
120.0,2007,GARMIRE,THE GREAT NEBULA IN CARINA: PROTOPLANETARY DISKS TO STARBURST GALAXIES (GTO COMPONENT)
1080.0,2007,TOWNSLEY,THE GREAT NEBULA IN CARINA: PROTOPLANETARY DISKS TO STARBURST GALAXIES
900.0,2007,REVNIVTSEV,THE ORIGIN OF THE GALACTIC RIDGE X-RAY EMISSION
145.0,2007,KIM,INTERMEDIATE-AGE ELLIPTICAL GALAXIES
100.0,2008,CANIZARES,SUMMING FLARES FROM EV LAC
25.0,2008,GARMIRE,REVEALING THE ORIGIN OF HARD X-RAYS IN THE REMARKABLE O4-O4 BINARY STAR SYSTEM IN M17: GTO COMPONENT
30.0,2008,GARMIRE,G29.96-0.02: THE ENIGMA OF ULTRA-COMPACT HII REGIONS
30.0,2008,GARMIRE,SEARCH FOR TRIGGERED STAR FORMATION IN THE TYPE A BRIGHT RIMMED CLOUD 34
10.0,2008,STELZER,SEARCH FOR X-RAY EMISSION FROM MAGNETIC CHEMICALLY PECULIAR ROAP STARS
60.0,2008,GUEDEL,IMAGING X-RAY MICROJETS FROM T TAURI STARS
60.0,2008,TOWNSLEY,G333.6-0.2: AN EMBEDDED GIANT HII REGION IN A PROTO-OB ASSOCIATION
15.0,2008,SCHMITT,X-RAY EMISSION FROM THE MAGNETIC STAR ALPHA ^2 CANUM VENATICORUM ?
200.0,2008,MICELA,ACTIVITY AND ROTATION IN THE ZERO AGE MAIN SEQUENCE CLUSTER H PER
70.0,2008,SKINNER,BERKELEY 87: A YOUNG CLUSTER EMBEDDED IN A SUPERSONIC WOLF-RAYET WIND
100.0,2008,SKINNER,UNUSUAL X-RAY EMISSION FROM THE RAPIDLY ACCRETING YOUNG STAR FU ORIONIS
70.0,2008,WEINTRAUB,TOO STUDIES WITH CXO OF PRE-MAIN SEQUENCE STARS UNDERGOING OPTICAL OUTBURSTS
150.0,2008,GUENTHER,IM LUP COMES TO AGE: A TURNOVER FROM ACCRETION TO CORONAE?
20.0,2008,AYRES,THE CYCLES OF ALPHA CENTAURI
234.0,2008,WALDRON,USING A COOL B SUPERGIANT TO PROBE THE DEEPEST X-RAY EMITTING LAYERS OF A DENSE STELLAR WIND
20.0,2008,POLLOCK,COLLISIONLESS PLASMA DYNAMICS IN WR140 NEAR THE 2009 ECLIPSE AND PERIASTRON
40.0,2008,OSTEN,EXPLORING THE STABLE CORONAE OF LP349-25 THROUGH X-RAY AND RADIO EMISSION
10.0,2008,HUENEMOERDER,ANOMALOUS ADARA: THE SPATIAL AND SPECTRAL PROPERTIES OF EXTENDED X-RAY EMISSION
300.0,2008,ZHEKOV,TESTING THE COLLIDING WIND PARADIGM: X-RAYS FROM THE WOLF-RAYET BINARY SYSTEM WR 147
200.0,2008,FLACCOMIO,V2129 OPH: A CLOSE LOOK AT A CTTS
33.0,2008,BROWN,X-RAY AND FUV PHOTO-IONIZATION/-EXCITATION OF TRANSITIONAL DISKS AROUND THE PMS STARS HD135344B AND LK HALPHA 330
160.0,2008,CORCORAN,TESTING SHOCK DYNAMICS IN ETA CARINAE WITH HETGS AFTER THE 2009 PERIASTRON PASSAGE
150.0,2008,ALLEN,EVOLUTION OF YOUNG STARS IN THE LARGE MASSIVE CLUSTER CEP OB3B
150.0,2008,TORREJON,THE TRUE NATURE OF HD 110432: THE MOST EXTREME GAMMA CAS ANALOG
150.0,2008,GAGNE,THE ORIGIN OF HARD X-RAYS IN M17'S REMARKABLE O4-O4 BINARY
45.0,2008,HERCZEG,CONSTRAINING THE EFFECTS OF HIGH ENERGY PHOTONS ON PROTO-PLANETARY DISK CHEMISTRY AND EVOLUTION
35.0,2008,BROWN,CORONAL AND TRANSITION REGION HEATING DUE TO MAGNETIC ACTIVITY ON METAL-POOR DWARF STARS
80.0,2008,YU,DIRECT X-RAY MEASUREMENTS OF THE EXPANSION OF PLANETARY NEBULAE
